"id_barrier","id_links","type","pass_u","pass_d","num","den","index","index_bl","d_index","source","lon","lat","geometry"
701,300,"dam",0,0,149873.228867844,5225437.09253873,0.0286814722316423,0.0286814636731808,2.98396958288608e-05,"1",-754162.605,-965527.362,c(-754162.605, -965527.362)
702,301,"dam",0,0,149873.268500088,5225437.09253873,0.0286814798161264,0.0286814636731808,5.62835487351213e-05,"1",-753617.578000002,-965268.434999999,c(-753617.578000002, -965268.434999999)
703,302,"dam",0,0,149873.223289695,5225437.09253873,0.0286814711641433,0.0286814636731808,2.61177832081168e-05,"1",-748299.219999999,-965111.030000001,c(-748299.219999999, -965111.030000001)
705,303,"dam",0,0,149873.273990136,5225437.09253873,0.0286814808667654,0.0286814636731808,5.99466778192821e-05,"1",-750329.239999998,-963925.93,c(-750329.239999998, -963925.93)
706,304,"dam",0,0,149873.489274887,5225437.09253873,0.0286815220661421,0.0286814636731808,0.000203591287953501,"1",-750742.852000002,-964048.522,c(-750742.852000002, -964048.522)
707,305,"dam",0,0,149873.397243607,5225437.09253873,0.0286815044539733,0.0286814636731808,0.00014218518609981,"1",-749049.125999998,-964522.739999998,c(-749049.125999998, -964522.739999998)
708,306,"dam",0,0,149873.274434549,5225437.09253873,0.0286814809518133,0.0286814636731808,6.02432034907653e-05,"1",-749153.881999999,-964441.351,c(-749153.881999999, -964441.351)
709,307,"dam",0,0,149873.468584838,5225437.09253873,0.0286815181066554,0.0286814636731808,0.000189786250855554,"1",-749789.105,-964172.370000001,c(-749789.105, -964172.370000001)
710,308,"dam",0,0,149873.455772441,5225437.09253873,0.028681515654727,0.0286814636731808,0.000181237425059409,"1",-749436.488000002,-964349.171,c(-749436.488000002, -964349.171)
712,309,"dam",0,0,149873.18973282,5225437.09253873,0.0286814647423122,0.0286814636731808,3.72760389269246e-06,"1",-748430.502999999,-964965.085999999,c(-748430.502999999, -964965.085999999)
714,310,"dam",0,0,149873.634892653,5225437.09253873,0.0286815499332398,0.0286814636731808,0.000300751941832123,"1",-753355.550000001,-964856.508000001,c(-753355.550000001, -964856.508000001)
716,311,"dam",0,0,149873.65763367,5225437.09253873,0.0286815542852235,0.0286814636731808,0.00031592544844539,"1",-752487.120999999,-964233.927000001,c(-752487.120999999, -964233.927000001)
711,312,"dam",0,0,149873.332400362,5225437.09253873,0.028681492044821,0.0286814636731808,9.89197778576035e-05,"1",-748522.508000001,-964933.162999999,c(-748522.508000001, -964933.162999999)
713,313,"dam",0,0,149873.193915551,5225437.09253873,0.0286814655427679,0.0286814636731808,6.51845075670959e-06,"1",-748406.249000002,-964980.149,c(-748406.249000002, -964980.149)
717,314,"dam",0,0,149873.737869105,5225437.09253873,0.0286815696400031,0.0286814636731808,0.000369460999380305,"1",-752715.225000001,-964378.721000001,c(-752715.225000001, -964378.721000001)
718,315,"dam",0,0,149873.226361997,5225437.09253873,0.0286814717520946,0.0286814636731808,2.81677179259215e-05,"1",-750603.350000001,-964010.75,c(-750603.350000001, -964010.75)
719,316,"dam",0,0,149873.226482924,5225437.09253873,0.0286814717752366,0.0286814636731808,2.82484043496339e-05,"1",-750468.379999999,-963963,c(-750468.379999999, -963963)
720,317,"dam",0,0,149874.940227897,5225437.09253873,0.0286817997372698,0.0286814636731808,0.00117171178166268,"1",-751717.686999999,-963979.283,c(-751717.686999999, -963979.283)
721,318,"dam",0,0,149873.389517062,5225437.09253873,0.0286815029753324,0.0286814636731808,0.000137029797490812,"1",-750087.594000001,-964088.77,c(-750087.594000001, -964088.77)
723,319,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-743347.706,-969282.68,c(-743347.706, -969282.68)
724,320,"dam",0,0,152650.805862775,5225437.09253873,0.029213021448625,0.0286814636731808,1.85331467564262,"1",-744001.059999999,-967852.342,c(-744001.059999999, -967852.342)
725,321,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-744566.629999999,-967185.572000001,c(-744566.629999999, -967185.572000001)
726,322,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-745380.335000001,-966609.563999999,c(-745380.335000001, -966609.563999999)
727,323,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-742313.129000001,-969879.460999999,c(-742313.129000001, -969879.460999999)
728,324,"dam",0,0,149875.428718054,5225437.09253873,0.0286818932203886,0.0286814636731808,0.00149764744451552,"1",-740843.381999999,-969942.721999999,c(-740843.381999999, -969942.721999999)
729,325,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-746260.800000001,-965369.98,c(-746260.800000001, -965369.98)
730,326,"dam",0,0,149881.287428612,5225437.09253873,0.0286830144109138,0.0286814636731808,0.00540675939911708,"1",-741693.160999998,-969967.655000001,c(-741693.160999998, -969967.655000001)
731,327,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-743783.600000001,-954521.25,c(-743783.600000001, -954521.25)
733,328,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-741120.809,-955410.258000001,c(-741120.809, -955410.258000001)
734,329,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-739276.899999999,-956266.890000001,c(-739276.899999999, -956266.890000001)
735,330,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-736386.147,-958416.949000001,c(-736386.147, -958416.949000001)
736,331,"dam",0,0,149900.628850869,5225437.09253873,0.0286867158088858,0.0286814636731808,0.0183119514569021,"1",-738953.899999999,-956355.489999998,c(-738953.899999999, -956355.489999998)
737,332,"dam",0,0,151159.805070346,5225437.09253873,0.0289276863147358,0.0286814636731808,0.858473069438351,"1",-740418.109999999,-955445.864,c(-740418.109999999, -955445.864)
738,333,"dam",0,0,149873.350962053,5225437.09253873,0.0286814955970005,0.0286814636731808,0.000111304709010919,"1",-739175.239999998,-973781.34,c(-739175.239999998, -973781.34)
739,334,"dam",0,0,149885.112840983,5225437.09253873,0.0286837464860116,0.0286814636731808,0.00795919223924494,"1",-738287.93,-972835.329999998,c(-738287.93, -972835.329999998)
740,335,"dam",0,0,149873.37440492,5225437.09253873,0.0286815000832984,0.0286814636731808,0.00012694651134418,"1",-738983.140000001,-973569.399999999,c(-738983.140000001, -973569.399999999)
741,336,"dam",0,0,149873.841652516,5225437.09253873,0.0286815895011953,0.0286814636731808,0.000438708484193516,"1",-739748.927000001,-973889.679000001,c(-739748.927000001, -973889.679000001)
742,337,"dam",0,0,149875.002013207,5225437.09253873,0.0286818115612203,0.0286814636731808,0.00121293684124674,"1",-740400.969999999,-974339.760000002,c(-740400.969999999, -974339.760000002)
744,338,"dam",0,0,149873.538397976,5225437.09253873,0.0286815314669039,0.0286814636731808,0.000236367724646972,"1",-740898.52,-975053.199999999,c(-740898.52, -975053.199999999)
745,339,"dam",0,0,149873.271873857,5225437.09253873,0.0286814804617699,0.0286814636731808,5.85346316007082e-05,"1",-741030.170000002,-975143.23,c(-741030.170000002, -975143.23)
746,340,"dam",0,0,149873.3124983,5225437.09253873,0.0286814882361324,0.0286814636731808,8.5640509435418e-05,"1",-738765.690000001,-973351.73,c(-738765.690000001, -973351.73)
747,341,"dam",0,0,149873.424197827,5225437.09253873,0.0286815096122443,0.0286814636731808,0.000160169871288981,"1",-738644.460000001,-973210.949999999,c(-738644.460000001, -973210.949999999)
748,342,"dam",0,0,149873.389588493,5225437.09253873,0.0286815029890023,0.0286814636731808,0.000137077458654548,"1",-739426.07,-973876.510000002,c(-739426.07, -973876.510000002)
749,343,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-740602.609999999,-970222.25,c(-740602.609999999, -970222.25)
750,344,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-738883.93,-972480.82,c(-738883.93, -972480.82)
752,345,"dam",0,0,149879.017903584,5225437.09253873,0.0286825800883896,0.0286814636731808,0.00389246246801245,"1",-739077.088,-972470.333000001,c(-739077.088, -972470.333000001)
753,346,"dam",0,0,149875.291471106,5225437.09253873,0.0286818669552274,0.0286814636731808,0.00140607205830566,"1",-739299.539999999,-972294.727000002,c(-739299.539999999, -972294.727000002)
754,347,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-739611.039999999,-971763.874000002,c(-739611.039999999, -971763.874000002)
755,348,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-739937.732999999,-971935.015000001,c(-739937.732999999, -971935.015000001)
756,349,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-740158.550000001,-971745.48,c(-740158.550000001, -971745.48)
757,350,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-740665.094000001,-970828.844000001,c(-740665.094000001, -970828.844000001)
758,351,"dam",0,0,149881.426187452,5225437.09253873,0.0286830409654081,0.0286814636731808,0.00549934356650351,"1",-740577.594999999,-970471.061999999,c(-740577.594999999, -970471.061999999)
759,352,"dam",0,0,149884.964194152,5225437.09253873,0.0286837180392372,0.0286814636731808,0.0078600105004341,"1",-738248.879999999,-968504.199999999,c(-738248.879999999, -968504.199999999)
760,353,"dam",0,0,149874.946661402,5225437.09253873,0.0286818009684596,0.0286814636731808,0.00117600441389492,"1",-734893.629999999,-966501.98,c(-734893.629999999, -966501.98)
761,354,"dam",0,0,149877.135366016,5225437.09253873,0.0286822198242558,0.0286814636731808,0.00263637547790318,"1",-734542.010000002,-966950.48,c(-734542.010000002, -966950.48)
763,355,"dam",0,0,149874.761111372,5225437.09253873,0.0286817654594626,0.0286814636731808,0.00105219972453942,"1",-735574.541000001,-965784.081999999,c(-735574.541000001, -965784.081999999)
764,356,"dam",0,0,149873.385138998,5225437.09253873,0.0286815021374956,0.0286814636731808,0.000134108618672608,"1",-735984.800000001,-965703.368999999,c(-735984.800000001, -965703.368999999)
765,357,"dam",0,0,149873.736536697,5225437.09253873,0.0286815693850181,0.0286814636731808,0.000368571975658761,"1",-740282.465999998,-969876.27,c(-740282.465999998, -969876.27)
766,358,"dam",0,0,149874.870067754,5225437.09253873,0.0286817863106144,0.0286814636731808,0.00112489877539078,"1",-736099.620000001,-965784.609999999,c(-736099.620000001, -965784.609999999)
767,359,"dam",0,0,149876.893972317,5225437.09253873,0.0286821736283692,0.0286814636731808,0.00247531017421488,"1",-733541.09,-969226.109999999,c(-733541.09, -969226.109999999)
768,360,"dam",0,0,149873.320038524,5225437.09253873,0.0286814896791168,0.0286814636731808,9.06715788018887e-05,"1",-740070.894000001,-969943.111000001,c(-740070.894000001, -969943.111000001)
769,361,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-738108.405999999,-968166.039999999,c(-738108.405999999, -968166.039999999)
770,362,"dam",0,0,149874.389128064,5225437.09253873,0.02868169427244,0.0286814636731808,0.00080400101543468,"1",-739823.477000002,-969884.357000001,c(-739823.477000002, -969884.357000001)
771,363,"dam",0,0,149877.745475978,5225437.09253873,0.0286823365819453,0.0286814636731808,0.00304345961709928,"1",-738435.463,-969061.318999998,c(-738435.463, -969061.318999998)
774,364,"dam",0,0,149874.354610892,5225437.09253873,0.0286816876668353,0.0286814636731808,0.00078097009645596,"1",-731858.469999999,-969100.32,c(-731858.469999999, -969100.32)
775,365,"dam",0,0,149874.303229417,5225437.09253873,0.0286816778338828,0.0286814636731808,0.000746686795579094,"1",-732119.094000001,-969193.853999998,c(-732119.094000001, -969193.853999998)
776,366,"dam",0,0,149878.534809259,5225437.09253873,0.0286824876378795,0.0286814636731808,0.00357012707020225,"1",-733837.184,-968753.048999999,c(-733837.184, -968753.048999999)
777,367,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-738209.427000001,-972717.465999998,c(-738209.427000001, -972717.465999998)
778,368,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-735512.609000001,-974269.646000002,c(-735512.609000001, -974269.646000002)
779,369,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-736680.697999999,-972848.140000001,c(-736680.697999999, -972848.140000001)
780,370,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-730057.899999999,-977728.850000001,c(-730057.899999999, -977728.850000001)
781,371,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-732561.063999999,-975807.596000001,c(-732561.063999999, -975807.596000001)
782,372,"dam",0,0,150292.498518655,5225437.09253873,0.0287617085149209,0.0286814636731808,0.279779451476042,"1",-732857.848999999,-975699.844000001,c(-732857.848999999, -975699.844000001)
784,373,"dam",0,0,149875.105718308,5225437.09253873,0.0286818314074262,0.0286814636731808,0.00128213207533519,"1",-734926.98,-958337.789999999,c(-734926.98, -958337.789999999)
785,374,"dam",0,0,149893.766238242,5225437.09253873,0.0286854025000648,0.0286814636731808,0.0137330051521697,"1",-736144.93,-958441.170000002,c(-736144.93, -958441.170000002)
786,375,"dam",0,0,149873.788413512,5225437.09253873,0.0286815793127647,0.0286814636731808,0.000403185782895307,"1",-734369.75,-958293.359999999,c(-734369.75, -958293.359999999)
787,376,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-735988.870000001,-959785.379999999,c(-735988.870000001, -959785.379999999)
788,377,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-728791.609999999,-957572.600000001,c(-728791.609999999, -957572.600000001)
789,378,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-728243.16,-955068.460000001,c(-728243.16, -955068.460000001)
790,379,"dam",0,0,149875.809131877,5225437.09253873,0.0286819660207719,0.0286814636731808,0.00175147125268075,"1",-728835.530000001,-957680.670000002,c(-728835.530000001, -957680.670000002)
791,380,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-729133.149999999,-956226.609999999,c(-729133.149999999, -956226.609999999)
792,381,"dam",0,0,149873.450116206,5225437.09253873,0.0286815145722846,0.0286814636731808,0.000177463411226379,"1",-732982.809999999,-959272.719999999,c(-732982.809999999, -959272.719999999)
794,382,"dam",0,0,149874.582426601,5225437.09253873,0.0286817312642808,0.0286814636731808,0.000932975747036374,"1",-733582.59,-959675.75,c(-733582.59, -959675.75)
795,383,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-735827.75,-959834,c(-735827.75, -959834)
796,384,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-733443.399999999,-959769.890000001,c(-733443.399999999, -959769.890000001)
798,385,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-734677.050000001,-959870.699999999,c(-734677.050000001, -959870.699999999)
799,386,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-734414.964000002,-959724.002999999,c(-734414.964000002, -959724.002999999)
800,387,"dam",0,0,149873.592882252,5225437.09253873,0.0286815418936442,0.0286814636731808,0.000272721309578099,"1",-733161.82,-959304.989999998,c(-733161.82, -959304.989999998)
801,388,"dam",0,0,149873.591304195,5225437.09253873,0.0286815415916489,0.0286814636731808,0.000271668381349339,"1",-734520.809999999,-959873.620000001,c(-734520.809999999, -959873.620000001)
802,389,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-733351.912999999,-959397.798,c(-733351.912999999, -959397.798)
797,390,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-734577.280000001,-959868.789999999,c(-734577.280000001, -959868.789999999)
804,391,"dam",0,0,149878.574012559,5225437.09253873,0.0286824951402758,0.0286814636731808,0.00359628471786177,"1",-735359.600000001,-959897.289999999,c(-735359.600000001, -959897.289999999)
805,392,"dam",0,0,149873.723980056,5225437.09253873,0.0286815669820343,0.0286814636731808,0.000360193798386166,"1",-734211.131000001,-959711.52,c(-734211.131000001, -959711.52)
806,393,"dam",0,0,149873.226522194,5225437.09253873,0.0286814717827517,0.0286814636731808,2.82746060952218e-05,"1",-728029.449999999,-954995.890000001,c(-728029.449999999, -954995.890000001)
807,394,"dam",0,0,149885.688423181,5225437.09253873,0.0286838566360696,0.0286814636731808,0.00834323839263938,"1",-729132.688999999,-956727.285999998,c(-729132.688999999, -956727.285999998)
808,395,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-728420.199999999,-957046.41,c(-728420.199999999, -957046.41)
809,396,"dam",0,0,149873.576271407,5225437.09253873,0.028681538714801,0.0286814636731808,0.00026163804270879,"1",-734999.100000001,-959876.289999999,c(-734999.100000001, -959876.289999999)
810,397,"dam",0,0,149887.922885861,5225437.09253873,0.0286842842486577,0.0286814636731808,0.00983414064581651,"1",-729743.93,-958254.510000002,c(-729743.93, -958254.510000002)
812,398,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-730404.920000002,-958528.66,c(-730404.920000002, -958528.66)
813,399,"dam",0,0,149874.655657188,5225437.09253873,0.0286817452785319,0.0286814636731808,0.000981837448366914,"1",-729240.464000002,-958052.449999999,c(-729240.464000002, -958052.449999999)
814,400,"dam",0,0,149881.471566231,5225437.09253873,0.0286830496496155,0.0286814636731808,0.00552962168445716,"1",-732576.359999999,-959464.079999998,c(-732576.359999999, -959464.079999998)
815,401,"dam",0,0,149873.798893269,5225437.09253873,0.0286815813182921,0.0286814636731808,0.000410178199402543,"1",-728119.949999999,-955045.59,c(-728119.949999999, -955045.59)
817,402,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-730339.77,-964319.93,c(-730339.77, -964319.93)
819,403,"dam",0,0,149873.676490509,5225437.09253873,0.0286815578938859,0.0286814636731808,0.000328507311192466,"1",-734412.329999998,-964514.140000001,c(-734412.329999998, -964514.140000001)
820,404,"dam",0,0,149874.83190621,5225437.09253873,0.0286817790075804,0.0286814636731808,0.00109943621847918,"1",-730501.510000002,-963212.82,c(-730501.510000002, -963212.82)
822,405,"dam",0,0,149873.307517857,5225437.09253873,0.0286814872830174,0.0286814636731808,8.23174049577368e-05,"1",-730482.464000002,-964347.162999999,c(-730482.464000002, -964347.162999999)
824,406,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-730351.34,-964164.184999999,c(-730351.34, -964164.184999999)
826,407,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-734401.050000001,-964412.609999999,c(-734401.050000001, -964412.609999999)
827,408,"dam",0,0,149875.719688453,5225437.09253873,0.0286819489038452,0.0286814636731808,0.00169179184821286,"1",-736551.68,-961768.289999999,c(-736551.68, -961768.289999999)
828,409,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-736143.949999999,-960937.960000001,c(-736143.949999999, -960937.960000001)
829,410,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-734504.109999999,-964133.59,c(-734504.109999999, -964133.59)
830,411,"dam",0,0,149873.388773541,5225437.09253873,0.0286815028330437,0.0286814636731808,0.000136533697713654,"1",-735491.728999998,-963868.892999999,c(-735491.728999998, -963868.892999999)
831,412,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-735779.27,-963826.111000001,c(-735779.27, -963826.111000001)
832,413,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-736176.239999998,-960367.129999999,c(-736176.239999998, -960367.129999999)
834,414,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-736325.414999999,-962776.879999999,c(-736325.414999999, -962776.879999999)
835,415,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-736210.829999998,-962946.870000001,c(-736210.829999998, -962946.870000001)
836,416,"dam",0,0,149873.487635703,5225437.09253873,0.0286815217524489,0.0286814636731808,0.000202497573945091,"1",-735506.887772083,-964009.735034415,c(-735506.887772083, -964009.735034415)
837,417,"dam",0,0,149875.738535729,5225437.09253873,0.0286819525106776,0.0286814636731808,0.0017043673306605,"1",-736665.555,-962310.936000001,c(-736665.555, -962310.936000001)
816,418,"dam",0,0,149873.309606537,5225437.09253873,0.0286814876827312,0.0286814636731808,8.3711036139271e-05,"1",-730427.331,-964348.131000001,c(-730427.331, -964348.131000001)
838,419,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-734101.870999999,-964381.703000002,c(-734101.870999999, -964381.703000002)
839,420,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-736470.647999998,-962633.046,c(-736470.647999998, -962633.046)
823,421,"dam",0,0,149873.480447535,5225437.09253873,0.0286815203768381,0.0286814636731808,0.00019770140728304,"1",-730390.366999999,-964231.416999999,c(-730390.366999999, -964231.416999999)
841,422,"dam",0,0,149873.986843169,5225437.09253873,0.0286816172865559,0.0286814636731808,0.000535584155839807,"1",-731840.664299933,-964598.217053338,c(-731840.664299933, -964598.217053338)
842,423,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-736592.155000001,-962081.252,c(-736592.155000001, -962081.252)
843,424,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-735187.68,-963900.68,c(-735187.68, -963900.68)
844,425,"dam",0,0,149876.198554321,5225437.09253873,0.028682040545149,0.0286814636731808,0.00201130588997859,"1",-735724.787417835,-963505.372698313,c(-735724.787417835, -963505.372698313)
845,426,"dam",0,0,149873.955653966,5225437.09253873,0.0286816113178298,0.0286814636731808,0.000514773759922464,"1",-731520.278999999,-964559.998,c(-731520.278999999, -964559.998)
846,427,"dam",0,0,149878.055611071,5225437.09253873,0.0286823959329792,0.0286814636731808,0.00325039129439356,"1",-732906.587000001,-964368.662999999,c(-732906.587000001, -964368.662999999)
847,428,"dam",0,0,149903.470334761,5225437.09253873,0.0286872595880648,0.0286814636731808,0.0202078769411407,"1",-736015.473999999,-960099.794,c(-736015.473999999, -960099.794)
848,429,"dam",0,0,149874.524632926,5225437.09253873,0.0286817202042157,0.0286814636731808,0.000894414029321159,"1",-734653.989999998,-964072,c(-734653.989999998, -964072)
849,430,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-736158.733927701,-963389.59744586,c(-736158.733927701, -963389.59744586)
818,431,"dam",0,0,149873.335451966,5225437.09253873,0.0286814926288111,0.0286814636731808,0.000100955901603064,"1",-734468.09,-964443.600000001,c(-734468.09, -964443.600000001)
850,432,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-728045.952,-1028477.266,c(-728045.952, -1028477.266)
851,433,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-732597.381000001,-1025347.057,c(-732597.381000001, -1025347.057)
853,434,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-723692.092999998,-1034134.944,c(-723692.092999998, -1034134.944)
855,435,"dam",0,0,149873.212851824,5225437.09253873,0.0286814691666319,0.0286814636731808,1.91533150569311e-05,"1",-729990.550000001,-962805.57,c(-729990.550000001, -962805.57)
856,436,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-722816.011585449,-963310.477348711,c(-722816.011585449, -963310.477348711)
857,437,"dam",0,0,149874.575753783,5225437.09253873,0.0286817299872933,0.0286814636731808,0.000928523437834541,"1",-726464.489999998,-964046.32,c(-726464.489999998, -964046.32)
858,438,"dam",0,0,149873.249894927,5225437.09253873,0.0286814762556278,0.0286814636731808,4.3869612646785e-05,"1",-730074.02,-962874.440000001,c(-730074.02, -962874.440000001)
859,439,"dam",0,0,149873.811052357,5225437.09253873,0.0286815836451955,0.0286814636731808,0.000418291116782516,"1",-723314.98,-963502.010000002,c(-723314.98, -963502.010000002)
860,440,"dam",0,0,149873.371395039,5225437.09253873,0.0286814995072928,0.0286814636731808,0.000124938226348582,"1",-724436.989999998,-963837.66,c(-724436.989999998, -963837.66)
861,441,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-723941.51048115,-963848.549713621,c(-723941.51048115, -963848.549713621)
862,442,"dam",0,0,149877.262521039,5225437.09253873,0.0286822441581097,0.0286814636731808,0.00272121722163303,"1",-729220.190000001,-964420.620000001,c(-729220.190000001, -964420.620000001)
825,443,"dam",0,0,149873.475863551,5225437.09253873,0.0286815194995939,0.0286814636731808,0.000194642831865067,"1",-730306.760000002,-964154.34,c(-730306.760000002, -964154.34)
866,444,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-729801.359999999,-964259.379999999,c(-729801.359999999, -964259.379999999)
867,445,"dam",0,0,149873.340181496,5225437.09253873,0.0286814935339087,0.0286814636731808,0.000104111590014344,"1",-723395.98,-963670.93,c(-723395.98, -963670.93)
868,446,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-723181.93,-963295.609999999,c(-723181.93, -963295.609999999)
869,447,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-726055.659573094,-964089.943055872,c(-726055.659573094, -964089.943055872)
870,448,"dam",0,0,149873.445743804,5225437.09253873,0.0286815137355312,0.0286814636731808,0.000174546009726984,"1",-724334.390000001,-963821.633000001,c(-724334.390000001, -963821.633000001)
871,449,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-728714.640000001,-963797.510000002,c(-728714.640000001, -963797.510000002)
872,450,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-722389.359999999,-963157.550000001,c(-722389.359999999, -963157.550000001)
854,451,"dam",0,0,149873.189934843,5225437.09253873,0.0286814647809737,0.0286814636731808,3.86240003999975e-06,"1",-730041.186999999,-962844.351,c(-730041.186999999, -962844.351)
874,452,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-724155.739999998,-963868.949999999,c(-724155.739999998, -963868.949999999)
875,453,"dam",0,0,149873.520565732,5225437.09253873,0.0286815280543197,0.0286814636731808,0.000224469502714437,"1",-726775.530000001,-963865.66,c(-726775.530000001, -963865.66)
876,454,"dam",1,1,149873.184146141,5225437.09253873,0.0286814636731808,0.0286814636731808,0,"1",-728550.671999998,-963867.704999998,c(-728550.671999998, -963867.704999998)
877,455,"dam",0,0,149874.816839019,5225437.09253873,0.0286817761241489,0.0286814636731808,0.00108938292557402,"1",-729694.5,-964167.370000001,c(-729694.5, -964167.370000001)
878,456,"dam",0,0,149876.564716166,5225437.09253873,0.028682110618109,0.0286814636731808,0.00225562033919548,"1",-721399.390000001,-962735.93,c(-721399.390000001, -962735.93)
879,457,"dam",0,0,149873.841704502,5225437.09253873,0.0286815895111441,0.0286814636731808,0.000438743171424899,"1",-721270.212000001,-962049.515000001,c(-721270.212000001, -962049.515000001)
880,458,"dam",0,0,149876.596576485,5225437.09253873,0.0286821167152676,0.0286814636731808,0.00227687852414537,"1",-722710.940000001,-963275.879999999,c(-722710.940000001, -963275.879999999)
