"id_barrier","id_links","type","pass_u","pass_d","num","den","index","index_bl","d_index","source","lon","lat","geometry"
826,91,"dam",0,0,22629.6012988979,1258924.19830348,0.0179753485788846,0.0179718200055911,0.0196339229547105,"1",-619161.620999999,-1166095.563,c(-619161.620999999, -1166095.563)
827,92,"dam",0,0,22680.8327517441,1258924.19830348,0.0180160432076122,0.0179718200055911,0.246069691368705,"1",-620072.239999998,-1166807.26,c(-620072.239999998, -1166807.26)
3,93,"dam",0,0,22704.8786007306,1258924.19830348,0.0180351435228011,0.0179718200055911,0.352348939563316,"1",-609634.623,-1173407.664,c(-609634.623, -1173407.664)
10,94,"dam",0,0,22731.9943793934,1258924.19830348,0.018056682372161,0.0179718200055911,0.472196842298011,"1",-615494.772,-1169743.728,c(-615494.772, -1169743.728)
19,95,"dam",0,0,22651.345187189,1258924.19830348,0.0179926203799354,0.0179718200055911,0.115738830779256,"1",-614409.410999998,-1170210.523,c(-614409.410999998, -1170210.523)
21,96,"dam",0,0,24223.8649630995,1258924.19830348,0.0192417184416214,0.0179718200055911,7.06605360856684,"1",-607102.853,-1182358.712,c(-607102.853, -1182358.712)
22,97,"dam",0,0,22712.6778726375,1258924.19830348,0.0180413387106586,0.0179718200055911,0.38682061719874,"1",-607213.034000002,-1177321.043,c(-607213.034000002, -1177321.043)
23,98,"dam",0,0,26423.3362797297,1258924.19830348,0.0209888222939376,0.0179718200055911,16.7874054347745,"1",-598856.625,-1186562.002,c(-598856.625, -1186562.002)
24,99,"dam",1,1,22625.1590925933,1258924.19830348,0.0179718200055911,0.0179718200055911,0,"1",-582937.60393039,-1210347.25541463,c(-582937.60393039, -1210347.25541463)
25,100,"dam",1,1,22625.1590925933,1258924.19830348,0.0179718200055911,0.0179718200055911,0,"1",-587234.009,-1204193.447,c(-587234.009, -1204193.447)
26,101,"dam",1,1,22625.1590925933,1258924.19830348,0.0179718200055911,0.0179718200055911,0,"1",-590740.421999998,-1202702.576,c(-590740.421999998, -1202702.576)
27,102,"dam",0,0,31969.6585941913,1258924.19830348,0.0253944269538019,0.0179718200055911,41.3013648361797,"1",-593846.6389988,-1198882.65549865,c(-593846.6389988, -1198882.65549865)
29,103,"dam",0,0,22625.6749436559,1258924.19830348,0.01797222976105,0.0179718200055911,0.00227998866428502,"1",-568136.383000001,-1102506.413,c(-568136.383000001, -1102506.413)
30,104,"dam",0,0,22663.9252261879,1258924.19830348,0.0180026130697382,0.0179718200055911,0.171340822117286,"1",-566153.495999999,-1101982.831,c(-566153.495999999, -1101982.831)
31,105,"dam",0,0,22626.9915087994,1258924.19830348,0.0179732755469244,0.0179718200055911,0.00809902020393304,"1",-567665.897,-1102484.922,c(-567665.897, -1102484.922)
32,106,"dam",0,0,22632.7900656615,1258924.19830348,0.0179778815088004,0.0179718200055911,0.0337278205955244,"1",-571418.059,-1105122.857,c(-571418.059, -1105122.857)
33,107,"dam",0,0,22627.3753337544,1258924.19830348,0.0179735804302173,0.0179718200055911,0.00979547216463444,"1",-570954.442000002,-1104093.227,c(-570954.442000002, -1104093.227)
