"id_barrier","id_links","type","pass_u","pass_d","num","den","index","index_bl","d_index","source","lon","lat","geometry"
612,219,"dam",1,1,NA,NA,NA,NA,NA,NA,-755509.322000001,-1000440.399,c(-755509.322000001, -1000440.399)
613,220,"dam",1,1,NA,NA,NA,NA,NA,NA,-755021.320999999,-993618.640000001,c(-755021.320999999, -993618.640000001)
614,221,"dam",1,1,NA,NA,NA,NA,NA,NA,-802577.98,-1007164.69,c(-802577.98, -1007164.69)
615,222,"dam",1,1,NA,NA,NA,NA,NA,NA,-786946.116999999,-1006395.95,c(-786946.116999999, -1006395.95)
616,223,"dam",1,1,NA,NA,NA,NA,NA,NA,-801812.07,-1007352.334,c(-801812.07, -1007352.334)
617,224,"dam",1,1,NA,NA,NA,NA,NA,NA,-778631.300000001,-1005937.09,c(-778631.300000001, -1005937.09)
618,225,"dam",1,1,NA,NA,NA,NA,NA,NA,-782802.285,-1006842.43,c(-782802.285, -1006842.43)
620,226,"dam",1,1,NA,NA,NA,NA,NA,NA,-771969.734000001,-1003712.411,c(-771969.734000001, -1003712.411)
621,227,"dam",1,1,NA,NA,NA,NA,NA,NA,-792288.405000001,-1008512.807,c(-792288.405000001, -1008512.807)
622,228,"dam",1,1,NA,NA,NA,NA,NA,NA,-769455.16,-1004841.616,c(-769455.16, -1004841.616)
623,229,"dam",1,1,NA,NA,NA,NA,NA,NA,-763494.872000001,-1004589.153,c(-763494.872000001, -1004589.153)
624,230,"dam",1,1,NA,NA,NA,NA,NA,NA,-756714.699000001,-1002296.439,c(-756714.699000001, -1002296.439)
625,231,"dam",0,0,NA,NA,NA,NA,NA,NA,-788486.743000001,-1037945.942,c(-788486.743000001, -1037945.942)
626,232,"dam",0,0,NA,NA,NA,NA,NA,NA,-782773.103,-1041692.347,c(-782773.103, -1041692.347)
627,233,"dam",0,0,NA,NA,NA,NA,NA,NA,-790102.07,-1035845.32,c(-790102.07, -1035845.32)
628,234,"dam",0,0,NA,NA,NA,NA,NA,NA,-783256.670000002,-1041422.766,c(-783256.670000002, -1041422.766)
629,235,"dam",0,0,NA,NA,NA,NA,NA,NA,-782938.989999998,-1041926.25,c(-782938.989999998, -1041926.25)
631,236,"dam",0,0,NA,NA,NA,NA,NA,NA,-782430.989999998,-1043339.18,c(-782430.989999998, -1043339.18)
632,237,"dam",0,0,NA,NA,NA,NA,NA,NA,-788482.34,-1038062.54,c(-788482.34, -1038062.54)
633,238,"dam",0,0,NA,NA,NA,NA,NA,NA,-786449.346999999,-1040399.218,c(-786449.346999999, -1040399.218)
634,239,"dam",0,0,NA,NA,NA,NA,NA,NA,-783471.372000001,-1041342.151,c(-783471.372000001, -1041342.151)
635,240,"dam",0,0,NA,NA,NA,NA,NA,NA,-783892.666999999,-1041092.547,c(-783892.666999999, -1041092.547)
636,241,"dam",0,0,NA,NA,NA,NA,NA,NA,-782850.054000001,-1043515.475,c(-782850.054000001, -1043515.475)
637,242,"dam",0,0,NA,NA,NA,NA,NA,NA,-782432.243000001,-1042882.618,c(-782432.243000001, -1042882.618)
638,243,"dam",0,0,NA,NA,NA,NA,NA,NA,-782838.379999999,-1041907.5,c(-782838.379999999, -1041907.5)
639,244,"dam",0,0,NA,NA,NA,NA,NA,NA,-787313.190000001,-1039321.79,c(-787313.190000001, -1039321.79)
640,245,"dam",0,0,NA,NA,NA,NA,NA,NA,-787434.829999998,-1039240.06,c(-787434.829999998, -1039240.06)
642,246,"dam",0,0,NA,NA,NA,NA,NA,NA,-785739.813999999,-1040124.067,c(-785739.813999999, -1040124.067)
643,247,"dam",0,0,NA,NA,NA,NA,NA,NA,-787672.25,-1038428.58,c(-787672.25, -1038428.58)
644,248,"dam",0,0,NA,NA,NA,NA,NA,NA,-786440.52,-1040048.24,c(-786440.52, -1040048.24)
645,249,"dam",0,0,NA,NA,NA,NA,NA,NA,-765877.539999999,-1044022.23,c(-765877.539999999, -1044022.23)
646,250,"dam",0,0,NA,NA,NA,NA,NA,NA,-766990.059999999,-1042967.9,c(-766990.059999999, -1042967.9)
647,251,"dam",0,0,NA,NA,NA,NA,NA,NA,-766140.046,-1044117.289,c(-766140.046, -1044117.289)
648,252,"dam",0,0,NA,NA,NA,NA,NA,NA,-766047.390000001,-1043390.068,c(-766047.390000001, -1043390.068)
649,253,"dam",1,1,NA,NA,NA,NA,NA,NA,-769281.464000002,-1052777.644,c(-769281.464000002, -1052777.644)
651,254,"dam",1,1,NA,NA,NA,NA,NA,NA,-779626.734999999,-1044672.352,c(-779626.734999999, -1044672.352)
652,255,"dam",1,1,NA,NA,NA,NA,NA,NA,-773610.186999999,-1048391.472,c(-773610.186999999, -1048391.472)
653,256,"dam",1,1,NA,NA,NA,NA,NA,NA,-771041.675999999,-1050300.829,c(-771041.675999999, -1050300.829)
654,257,"dam",0,0,NA,NA,NA,NA,NA,NA,-764716.715999998,-1052806.232,c(-764716.715999998, -1052806.232)
655,258,"dam",0,0,NA,NA,NA,NA,NA,NA,-769282.09,-1037927.95,c(-769282.09, -1037927.95)
656,259,"dam",0,0,NA,NA,NA,NA,NA,NA,-769562.93,-1038559.98,c(-769562.93, -1038559.98)
657,260,"dam",0,0,NA,NA,NA,NA,NA,NA,-765463.93,-1043551.23,c(-765463.93, -1043551.23)
658,261,"dam",0,0,NA,NA,NA,NA,NA,NA,-762826.259,-1049551.729,c(-762826.259, -1049551.729)
659,262,"dam",0,0,NA,NA,NA,NA,NA,NA,-762716.280000001,-1050455.95,c(-762716.280000001, -1050455.95)
660,263,"dam",0,0,NA,NA,NA,NA,NA,NA,-763290.350000001,-1046736.41,c(-763290.350000001, -1046736.41)
662,264,"dam",0,0,NA,NA,NA,NA,NA,NA,-763219.004000001,-1047466.614,c(-763219.004000001, -1047466.614)
663,265,"dam",0,0,NA,NA,NA,NA,NA,NA,-763113.329999998,-1048686.72,c(-763113.329999998, -1048686.72)
664,266,"dam",0,0,NA,NA,NA,NA,NA,NA,-769927.899999999,-1040758.41,c(-769927.899999999, -1040758.41)
665,267,"dam",0,0,NA,NA,NA,NA,NA,NA,-763275.699999999,-1045804.1,c(-763275.699999999, -1045804.1)
666,268,"dam",1,1,NA,NA,NA,NA,NA,NA,-743692.140000001,-1044190.21,c(-743692.140000001, -1044190.21)
667,269,"dam",1,1,NA,NA,NA,NA,NA,NA,-744157.454999998,-1017267.029,c(-744157.454999998, -1017267.029)
668,270,"dam",1,1,NA,NA,NA,NA,NA,NA,-735223.940000001,-1020030.61,c(-735223.940000001, -1020030.61)
669,271,"dam",1,1,NA,NA,NA,NA,NA,NA,-745530.886,-1028800.719,c(-745530.886, -1028800.719)
670,272,"dam",1,1,NA,NA,NA,NA,NA,NA,-743590.673999999,-1043230.308,c(-743590.673999999, -1043230.308)
671,273,"dam",1,1,NA,NA,NA,NA,NA,NA,-745610.039999999,-1051518.53,c(-745610.039999999, -1051518.53)
673,274,"dam",1,1,NA,NA,NA,NA,NA,NA,-741982.351,-1040372.391,c(-741982.351, -1040372.391)
674,275,"dam",0,0,NA,NA,NA,NA,NA,NA,-741572.690000001,-1042410.1,c(-741572.690000001, -1042410.1)
675,276,"dam",0,0,NA,NA,NA,NA,NA,NA,-743628.530000001,-1033418.83,c(-743628.530000001, -1033418.83)
676,277,"dam",1,1,NA,NA,NA,NA,NA,NA,-747597.66,-1021211.136,c(-747597.66, -1021211.136)
677,278,"dam",1,1,NA,NA,NA,NA,NA,NA,-755795.478,-1059492.003,c(-755795.478, -1059492.003)
678,279,"dam",0,0,NA,NA,NA,NA,NA,NA,-755618.576000001,-1059422.392,c(-755618.576000001, -1059422.392)
679,280,"dam",1,1,NA,NA,NA,NA,NA,NA,-752001.789999999,-1058321.64,c(-752001.789999999, -1058321.64)
680,281,"dam",1,1,NA,NA,NA,NA,NA,NA,-751496.958000001,-1056089.429,c(-751496.958000001, -1056089.429)
681,282,"dam",1,1,NA,NA,NA,NA,NA,NA,-761948.333999999,-1058368.451,c(-761948.333999999, -1058368.451)
683,283,"dam",1,1,NA,NA,NA,NA,NA,NA,-760716.175999999,-1059290.583,c(-760716.175999999, -1059290.583)
684,284,"dam",1,1,NA,NA,NA,NA,NA,NA,-758887.622000001,-1060042.176,c(-758887.622000001, -1060042.176)
685,285,"dam",1,1,NA,NA,NA,NA,NA,NA,-736028.539000001,-1008794.793,c(-736028.539000001, -1008794.793)
686,286,"dam",1,1,NA,NA,NA,NA,NA,NA,-748888.004999999,-1003893.881,c(-748888.004999999, -1003893.881)
687,287,"dam",1,1,NA,NA,NA,NA,NA,NA,-753098.82,-992294.550000001,c(-753098.82, -992294.550000001)
688,288,"dam",1,1,NA,NA,NA,NA,NA,NA,-742278.434999999,-999680.875,c(-742278.434999999, -999680.875)
689,289,"dam",0,0,NA,NA,NA,NA,NA,NA,-753790.024,-965413.535999998,c(-753790.024, -965413.535999998)
690,290,"dam",0,0,NA,NA,NA,NA,NA,NA,-753970.874000002,-965539.804000001,c(-753970.874000002, -965539.804000001)
692,291,"dam",0,0,NA,NA,NA,NA,NA,NA,-754409.203000002,-965503.864,c(-754409.203000002, -965503.864)
693,292,"dam",0,0,NA,NA,NA,NA,NA,NA,-753516.600000001,-965129.960000001,c(-753516.600000001, -965129.960000001)
695,293,"dam",0,0,NA,NA,NA,NA,NA,NA,-754266.695999999,-965538.366,c(-754266.695999999, -965538.366)
697,294,"dam",0,0,NA,NA,NA,NA,NA,NA,-753453.423,-965051.978999998,c(-753453.423, -965051.978999998)
696,295,"dam",0,0,NA,NA,NA,NA,NA,NA,-754314.190000001,-965537.379999999,c(-754314.190000001, -965537.379999999)
691,296,"dam",0,0,NA,NA,NA,NA,NA,NA,-754365.719999999,-965523.649999999,c(-754365.719999999, -965523.649999999)
698,297,"dam",1,1,NA,NA,NA,NA,NA,NA,-760610.021000002,-978606.973000001,c(-760610.021000002, -978606.973000001)
699,298,"dam",0,0,NA,NA,NA,NA,NA,NA,-748206.772999998,-965175.596000001,c(-748206.772999998, -965175.596000001)
700,299,"dam",0,0,NA,NA,NA,NA,NA,NA,-747903.074000001,-965442.348000001,c(-747903.074000001, -965442.348000001)
701,300,"dam",0,0,NA,NA,NA,NA,NA,NA,-754162.605,-965527.362,c(-754162.605, -965527.362)
702,301,"dam",0,0,NA,NA,NA,NA,NA,NA,-753617.578000002,-965268.434999999,c(-753617.578000002, -965268.434999999)
703,302,"dam",0,0,NA,NA,NA,NA,NA,NA,-748299.219999999,-965111.030000001,c(-748299.219999999, -965111.030000001)
705,303,"dam",0,0,NA,NA,NA,NA,NA,NA,-750329.239999998,-963925.93,c(-750329.239999998, -963925.93)
706,304,"dam",0,0,NA,NA,NA,NA,NA,NA,-750742.852000002,-964048.522,c(-750742.852000002, -964048.522)
707,305,"dam",0,0,NA,NA,NA,NA,NA,NA,-749049.125999998,-964522.739999998,c(-749049.125999998, -964522.739999998)
708,306,"dam",0,0,NA,NA,NA,NA,NA,NA,-749153.881999999,-964441.351,c(-749153.881999999, -964441.351)
709,307,"dam",0,0,NA,NA,NA,NA,NA,NA,-749789.105,-964172.370000001,c(-749789.105, -964172.370000001)
710,308,"dam",0,0,NA,NA,NA,NA,NA,NA,-749436.488000002,-964349.171,c(-749436.488000002, -964349.171)
712,309,"dam",0,0,NA,NA,NA,NA,NA,NA,-748430.502999999,-964965.085999999,c(-748430.502999999, -964965.085999999)
714,310,"dam",0,0,NA,NA,NA,NA,NA,NA,-753355.550000001,-964856.508000001,c(-753355.550000001, -964856.508000001)
716,311,"dam",0,0,NA,NA,NA,NA,NA,NA,-752487.120999999,-964233.927000001,c(-752487.120999999, -964233.927000001)
711,312,"dam",0,0,NA,NA,NA,NA,NA,NA,-748522.508000001,-964933.162999999,c(-748522.508000001, -964933.162999999)
713,313,"dam",0,0,NA,NA,NA,NA,NA,NA,-748406.249000002,-964980.149,c(-748406.249000002, -964980.149)
717,314,"dam",0,0,NA,NA,NA,NA,NA,NA,-752715.225000001,-964378.721000001,c(-752715.225000001, -964378.721000001)
718,315,"dam",0,0,NA,NA,NA,NA,NA,NA,-750603.350000001,-964010.75,c(-750603.350000001, -964010.75)
719,316,"dam",0,0,NA,NA,NA,NA,NA,NA,-750468.379999999,-963963,c(-750468.379999999, -963963)
720,317,"dam",0,0,NA,NA,NA,NA,NA,NA,-751717.686999999,-963979.283,c(-751717.686999999, -963979.283)
721,318,"dam",0,0,NA,NA,NA,NA,NA,NA,-750087.594000001,-964088.77,c(-750087.594000001, -964088.77)
723,319,"dam",1,1,NA,NA,NA,NA,NA,NA,-743347.706,-969282.68,c(-743347.706, -969282.68)
724,320,"dam",1,1,NA,NA,NA,NA,NA,NA,-744001.059999999,-967852.342,c(-744001.059999999, -967852.342)
725,321,"dam",1,1,NA,NA,NA,NA,NA,NA,-744566.629999999,-967185.572000001,c(-744566.629999999, -967185.572000001)
726,322,"dam",1,1,NA,NA,NA,NA,NA,NA,-745380.335000001,-966609.563999999,c(-745380.335000001, -966609.563999999)
727,323,"dam",1,1,NA,NA,NA,NA,NA,NA,-742313.129000001,-969879.460999999,c(-742313.129000001, -969879.460999999)
728,324,"dam",1,1,NA,NA,NA,NA,NA,NA,-740843.381999999,-969942.721999999,c(-740843.381999999, -969942.721999999)
729,325,"dam",1,1,NA,NA,NA,NA,NA,NA,-746260.800000001,-965369.98,c(-746260.800000001, -965369.98)
730,326,"dam",1,1,NA,NA,NA,NA,NA,NA,-741693.160999998,-969967.655000001,c(-741693.160999998, -969967.655000001)
731,327,"dam",1,1,NA,NA,NA,NA,NA,NA,-743783.600000001,-954521.25,c(-743783.600000001, -954521.25)
733,328,"dam",1,1,NA,NA,NA,NA,NA,NA,-741120.809,-955410.258000001,c(-741120.809, -955410.258000001)
734,329,"dam",1,1,NA,NA,NA,NA,NA,NA,-739276.899999999,-956266.890000001,c(-739276.899999999, -956266.890000001)
735,330,"dam",1,1,NA,NA,NA,NA,NA,NA,-736386.147,-958416.949000001,c(-736386.147, -958416.949000001)
736,331,"dam",0,0,NA,NA,NA,NA,NA,NA,-738953.899999999,-956355.489999998,c(-738953.899999999, -956355.489999998)
737,332,"dam",0,0,NA,NA,NA,NA,NA,NA,-740418.109999999,-955445.864,c(-740418.109999999, -955445.864)
738,333,"dam",0,0,NA,NA,NA,NA,NA,NA,-739175.239999998,-973781.34,c(-739175.239999998, -973781.34)
739,334,"dam",0,0,NA,NA,NA,NA,NA,NA,-738287.93,-972835.329999998,c(-738287.93, -972835.329999998)
740,335,"dam",0,0,NA,NA,NA,NA,NA,NA,-738983.140000001,-973569.399999999,c(-738983.140000001, -973569.399999999)
741,336,"dam",0,0,NA,NA,NA,NA,NA,NA,-739748.927000001,-973889.679000001,c(-739748.927000001, -973889.679000001)
742,337,"dam",0,0,NA,NA,NA,NA,NA,NA,-740400.969999999,-974339.760000002,c(-740400.969999999, -974339.760000002)
744,338,"dam",0,0,NA,NA,NA,NA,NA,NA,-740898.52,-975053.199999999,c(-740898.52, -975053.199999999)
745,339,"dam",0,0,NA,NA,NA,NA,NA,NA,-741030.170000002,-975143.23,c(-741030.170000002, -975143.23)
746,340,"dam",0,0,NA,NA,NA,NA,NA,NA,-738765.690000001,-973351.73,c(-738765.690000001, -973351.73)
747,341,"dam",0,0,NA,NA,NA,NA,NA,NA,-738644.460000001,-973210.949999999,c(-738644.460000001, -973210.949999999)
748,342,"dam",0,0,NA,NA,NA,NA,NA,NA,-739426.07,-973876.510000002,c(-739426.07, -973876.510000002)
749,343,"dam",1,1,NA,NA,NA,NA,NA,NA,-740602.609999999,-970222.25,c(-740602.609999999, -970222.25)
750,344,"dam",1,1,NA,NA,NA,NA,NA,NA,-738883.93,-972480.82,c(-738883.93, -972480.82)
752,345,"dam",0,0,NA,NA,NA,NA,NA,NA,-739077.088,-972470.333000001,c(-739077.088, -972470.333000001)
753,346,"dam",1,1,NA,NA,NA,NA,NA,NA,-739299.539999999,-972294.727000002,c(-739299.539999999, -972294.727000002)
754,347,"dam",1,1,NA,NA,NA,NA,NA,NA,-739611.039999999,-971763.874000002,c(-739611.039999999, -971763.874000002)
755,348,"dam",1,1,NA,NA,NA,NA,NA,NA,-739937.732999999,-971935.015000001,c(-739937.732999999, -971935.015000001)
756,349,"dam",1,1,NA,NA,NA,NA,NA,NA,-740158.550000001,-971745.48,c(-740158.550000001, -971745.48)
757,350,"dam",1,1,NA,NA,NA,NA,NA,NA,-740665.094000001,-970828.844000001,c(-740665.094000001, -970828.844000001)
758,351,"dam",1,1,NA,NA,NA,NA,NA,NA,-740577.594999999,-970471.061999999,c(-740577.594999999, -970471.061999999)
759,352,"dam",0,0,NA,NA,NA,NA,NA,NA,-738248.879999999,-968504.199999999,c(-738248.879999999, -968504.199999999)
760,353,"dam",0,0,NA,NA,NA,NA,NA,NA,-734893.629999999,-966501.98,c(-734893.629999999, -966501.98)
761,354,"dam",0,0,NA,NA,NA,NA,NA,NA,-734542.010000002,-966950.48,c(-734542.010000002, -966950.48)
763,355,"dam",0,0,NA,NA,NA,NA,NA,NA,-735574.541000001,-965784.081999999,c(-735574.541000001, -965784.081999999)
764,356,"dam",0,0,NA,NA,NA,NA,NA,NA,-735984.800000001,-965703.368999999,c(-735984.800000001, -965703.368999999)
765,357,"dam",0,0,NA,NA,NA,NA,NA,NA,-740282.465999998,-969876.27,c(-740282.465999998, -969876.27)
766,358,"dam",0,0,NA,NA,NA,NA,NA,NA,-736099.620000001,-965784.609999999,c(-736099.620000001, -965784.609999999)
767,359,"dam",0,0,NA,NA,NA,NA,NA,NA,-733541.09,-969226.109999999,c(-733541.09, -969226.109999999)
768,360,"dam",0,0,NA,NA,NA,NA,NA,NA,-740070.894000001,-969943.111000001,c(-740070.894000001, -969943.111000001)
769,361,"dam",1,1,NA,NA,NA,NA,NA,NA,-738108.405999999,-968166.039999999,c(-738108.405999999, -968166.039999999)
770,362,"dam",0,0,NA,NA,NA,NA,NA,NA,-739823.477000002,-969884.357000001,c(-739823.477000002, -969884.357000001)
771,363,"dam",0,0,NA,NA,NA,NA,NA,NA,-738435.463,-969061.318999998,c(-738435.463, -969061.318999998)
774,364,"dam",0,0,NA,NA,NA,NA,NA,NA,-731858.469999999,-969100.32,c(-731858.469999999, -969100.32)
775,365,"dam",0,0,NA,NA,NA,NA,NA,NA,-732119.094000001,-969193.853999998,c(-732119.094000001, -969193.853999998)
776,366,"dam",0,0,NA,NA,NA,NA,NA,NA,-733837.184,-968753.048999999,c(-733837.184, -968753.048999999)
777,367,"dam",1,1,NA,NA,NA,NA,NA,NA,-738209.427000001,-972717.465999998,c(-738209.427000001, -972717.465999998)
778,368,"dam",1,1,NA,NA,NA,NA,NA,NA,-735512.609000001,-974269.646000002,c(-735512.609000001, -974269.646000002)
779,369,"dam",1,1,NA,NA,NA,NA,NA,NA,-736680.697999999,-972848.140000001,c(-736680.697999999, -972848.140000001)
780,370,"dam",1,1,NA,NA,NA,NA,NA,NA,-730057.899999999,-977728.850000001,c(-730057.899999999, -977728.850000001)
781,371,"dam",1,1,NA,NA,NA,NA,NA,NA,-732561.063999999,-975807.596000001,c(-732561.063999999, -975807.596000001)
782,372,"dam",0,0,NA,NA,NA,NA,NA,NA,-732857.848999999,-975699.844000001,c(-732857.848999999, -975699.844000001)
784,373,"dam",0,0,NA,NA,NA,NA,NA,NA,-734926.98,-958337.789999999,c(-734926.98, -958337.789999999)
785,374,"dam",0,0,NA,NA,NA,NA,NA,NA,-736144.93,-958441.170000002,c(-736144.93, -958441.170000002)
786,375,"dam",0,0,NA,NA,NA,NA,NA,NA,-734369.75,-958293.359999999,c(-734369.75, -958293.359999999)
787,376,"dam",1,1,NA,NA,NA,NA,NA,NA,-735988.870000001,-959785.379999999,c(-735988.870000001, -959785.379999999)
788,377,"dam",1,1,NA,NA,NA,NA,NA,NA,-728791.609999999,-957572.600000001,c(-728791.609999999, -957572.600000001)
789,378,"dam",1,1,NA,NA,NA,NA,NA,NA,-728243.16,-955068.460000001,c(-728243.16, -955068.460000001)
790,379,"dam",0,0,NA,NA,NA,NA,NA,NA,-728835.530000001,-957680.670000002,c(-728835.530000001, -957680.670000002)
791,380,"dam",1,1,NA,NA,NA,NA,NA,NA,-729133.149999999,-956226.609999999,c(-729133.149999999, -956226.609999999)
792,381,"dam",0,0,NA,NA,NA,NA,NA,NA,-732982.809999999,-959272.719999999,c(-732982.809999999, -959272.719999999)
794,382,"dam",0,0,NA,NA,NA,NA,NA,NA,-733582.59,-959675.75,c(-733582.59, -959675.75)
795,383,"dam",1,1,NA,NA,NA,NA,NA,NA,-735827.75,-959834,c(-735827.75, -959834)
796,384,"dam",1,1,NA,NA,NA,NA,NA,NA,-733443.399999999,-959769.890000001,c(-733443.399999999, -959769.890000001)
798,385,"dam",1,1,NA,NA,NA,NA,NA,NA,-734677.050000001,-959870.699999999,c(-734677.050000001, -959870.699999999)
799,386,"dam",1,1,NA,NA,NA,NA,NA,NA,-734414.964000002,-959724.002999999,c(-734414.964000002, -959724.002999999)
800,387,"dam",0,0,NA,NA,NA,NA,NA,NA,-733161.82,-959304.989999998,c(-733161.82, -959304.989999998)
801,388,"dam",0,0,NA,NA,NA,NA,NA,NA,-734520.809999999,-959873.620000001,c(-734520.809999999, -959873.620000001)
802,389,"dam",1,1,NA,NA,NA,NA,NA,NA,-733351.912999999,-959397.798,c(-733351.912999999, -959397.798)
797,390,"dam",1,1,NA,NA,NA,NA,NA,NA,-734577.280000001,-959868.789999999,c(-734577.280000001, -959868.789999999)
804,391,"dam",0,0,NA,NA,NA,NA,NA,NA,-735359.600000001,-959897.289999999,c(-735359.600000001, -959897.289999999)
805,392,"dam",0,0,NA,NA,NA,NA,NA,NA,-734211.131000001,-959711.52,c(-734211.131000001, -959711.52)
806,393,"dam",0,0,NA,NA,NA,NA,NA,NA,-728029.449999999,-954995.890000001,c(-728029.449999999, -954995.890000001)
807,394,"dam",0,0,NA,NA,NA,NA,NA,NA,-729132.688999999,-956727.285999998,c(-729132.688999999, -956727.285999998)
808,395,"dam",1,1,NA,NA,NA,NA,NA,NA,-728420.199999999,-957046.41,c(-728420.199999999, -957046.41)
809,396,"dam",0,0,NA,NA,NA,NA,NA,NA,-734999.100000001,-959876.289999999,c(-734999.100000001, -959876.289999999)
810,397,"dam",0,0,NA,NA,NA,NA,NA,NA,-729743.93,-958254.510000002,c(-729743.93, -958254.510000002)
812,398,"dam",1,1,NA,NA,NA,NA,NA,NA,-730404.920000002,-958528.66,c(-730404.920000002, -958528.66)
813,399,"dam",0,0,NA,NA,NA,NA,NA,NA,-729240.464000002,-958052.449999999,c(-729240.464000002, -958052.449999999)
814,400,"dam",0,0,NA,NA,NA,NA,NA,NA,-732576.359999999,-959464.079999998,c(-732576.359999999, -959464.079999998)
815,401,"dam",0,0,NA,NA,NA,NA,NA,NA,-728119.949999999,-955045.59,c(-728119.949999999, -955045.59)
817,402,"dam",1,1,NA,NA,NA,NA,NA,NA,-730339.77,-964319.93,c(-730339.77, -964319.93)
819,403,"dam",0,0,NA,NA,NA,NA,NA,NA,-734412.329999998,-964514.140000001,c(-734412.329999998, -964514.140000001)
820,404,"dam",0,0,NA,NA,NA,NA,NA,NA,-730501.510000002,-963212.82,c(-730501.510000002, -963212.82)
822,405,"dam",0,0,NA,NA,NA,NA,NA,NA,-730482.464000002,-964347.162999999,c(-730482.464000002, -964347.162999999)
824,406,"dam",1,1,NA,NA,NA,NA,NA,NA,-730351.34,-964164.184999999,c(-730351.34, -964164.184999999)
826,407,"dam",1,1,NA,NA,NA,NA,NA,NA,-734401.050000001,-964412.609999999,c(-734401.050000001, -964412.609999999)
827,408,"dam",1,1,NA,NA,NA,NA,NA,NA,-736551.68,-961768.289999999,c(-736551.68, -961768.289999999)
828,409,"dam",1,1,NA,NA,NA,NA,NA,NA,-736143.949999999,-960937.960000001,c(-736143.949999999, -960937.960000001)
829,410,"dam",1,1,NA,NA,NA,NA,NA,NA,-734504.109999999,-964133.59,c(-734504.109999999, -964133.59)
830,411,"dam",1,1,NA,NA,NA,NA,NA,NA,-735491.728999998,-963868.892999999,c(-735491.728999998, -963868.892999999)
831,412,"dam",1,1,NA,NA,NA,NA,NA,NA,-735779.27,-963826.111000001,c(-735779.27, -963826.111000001)
832,413,"dam",1,1,NA,NA,NA,NA,NA,NA,-736176.239999998,-960367.129999999,c(-736176.239999998, -960367.129999999)
834,414,"dam",1,1,NA,NA,NA,NA,NA,NA,-736325.414999999,-962776.879999999,c(-736325.414999999, -962776.879999999)
835,415,"dam",1,1,NA,NA,NA,NA,NA,NA,-736210.829999998,-962946.870000001,c(-736210.829999998, -962946.870000001)
836,416,"dam",1,1,NA,NA,NA,NA,NA,NA,-735506.887772083,-964009.735034415,c(-735506.887772083, -964009.735034415)
837,417,"dam",1,1,NA,NA,NA,NA,NA,NA,-736665.555,-962310.936000001,c(-736665.555, -962310.936000001)
816,418,"dam",0,0,NA,NA,NA,NA,NA,NA,-730427.331,-964348.131000001,c(-730427.331, -964348.131000001)
838,419,"dam",1,1,NA,NA,NA,NA,NA,NA,-734101.870999999,-964381.703000002,c(-734101.870999999, -964381.703000002)
839,420,"dam",1,1,NA,NA,NA,NA,NA,NA,-736470.647999998,-962633.046,c(-736470.647999998, -962633.046)
823,421,"dam",0,0,NA,NA,NA,NA,NA,NA,-730390.366999999,-964231.416999999,c(-730390.366999999, -964231.416999999)
841,422,"dam",0,0,NA,NA,NA,NA,NA,NA,-731840.664299933,-964598.217053338,c(-731840.664299933, -964598.217053338)
842,423,"dam",1,1,NA,NA,NA,NA,NA,NA,-736592.155000001,-962081.252,c(-736592.155000001, -962081.252)
843,424,"dam",1,1,NA,NA,NA,NA,NA,NA,-735187.68,-963900.68,c(-735187.68, -963900.68)
844,425,"dam",0,0,NA,NA,NA,NA,NA,NA,-735724.787417835,-963505.372698313,c(-735724.787417835, -963505.372698313)
845,426,"dam",1,1,NA,NA,NA,NA,NA,NA,-731520.278999999,-964559.998,c(-731520.278999999, -964559.998)
846,427,"dam",0,0,NA,NA,NA,NA,NA,NA,-732906.587000001,-964368.662999999,c(-732906.587000001, -964368.662999999)
847,428,"dam",0,0,NA,NA,NA,NA,NA,NA,-736015.473999999,-960099.794,c(-736015.473999999, -960099.794)
848,429,"dam",0,0,NA,NA,NA,NA,NA,NA,-734653.989999998,-964072,c(-734653.989999998, -964072)
849,430,"dam",1,1,NA,NA,NA,NA,NA,NA,-736158.733927701,-963389.59744586,c(-736158.733927701, -963389.59744586)
818,431,"dam",0,0,NA,NA,NA,NA,NA,NA,-734468.09,-964443.600000001,c(-734468.09, -964443.600000001)
850,432,"dam",1,1,NA,NA,NA,NA,NA,NA,-728045.952,-1028477.266,c(-728045.952, -1028477.266)
851,433,"dam",0,0,NA,NA,NA,NA,NA,NA,-732597.381000001,-1025347.057,c(-732597.381000001, -1025347.057)
853,434,"dam",0,0,NA,NA,NA,NA,NA,NA,-723692.092999998,-1034134.944,c(-723692.092999998, -1034134.944)
855,435,"dam",0,0,NA,NA,NA,NA,NA,NA,-729990.550000001,-962805.57,c(-729990.550000001, -962805.57)
856,436,"dam",1,1,NA,NA,NA,NA,NA,NA,-722816.011585449,-963310.477348711,c(-722816.011585449, -963310.477348711)
857,437,"dam",0,0,NA,NA,NA,NA,NA,NA,-726464.489999998,-964046.32,c(-726464.489999998, -964046.32)
858,438,"dam",0,0,NA,NA,NA,NA,NA,NA,-730074.02,-962874.440000001,c(-730074.02, -962874.440000001)
859,439,"dam",0,0,NA,NA,NA,NA,NA,NA,-723314.98,-963502.010000002,c(-723314.98, -963502.010000002)
860,440,"dam",0,0,NA,NA,NA,NA,NA,NA,-724436.989999998,-963837.66,c(-724436.989999998, -963837.66)
861,441,"dam",1,1,NA,NA,NA,NA,NA,NA,-723941.51048115,-963848.549713621,c(-723941.51048115, -963848.549713621)
