"id_barrier","id_links","type","pass_u","pass_d","num","den","index","index_bl","d_index","source","lon","lat","geometry"
48,121,"dam",0,0,20882.8303264773,1154635.04297332,0.0180860874209235,0.0176411112863675,2.52238154010084,"1",-578218.368000001,-1223948.942,c(-578218.368000001, -1223948.942)
49,122,"dam",0,0,20369.982441921,1154635.04297332,0.0176419229313064,0.0176411112863675,0.00460087193846059,"1",-568392.07370253,-1080375.42142405,c(-568392.07370253, -1080375.42142405)
51,123,"dam",1,1,20369.0452882322,1154635.04297332,0.0176411112863675,0.0176411112863675,0,"1",-567850.375,-1081446.803,c(-567850.375, -1081446.803)
52,124,"dam",1,1,20369.0452882322,1154635.04297332,0.0176411112863675,0.0176411112863675,0,"1",-568367.877999999,-1090270.655,c(-568367.877999999, -1090270.655)
53,125,"dam",0,0,20385.3460437059,1154635.04297332,0.0176552289554725,0.0176411112863675,0.0800270962289533,"1",-577832.23,-1086809.65,c(-577832.23, -1086809.65)
54,126,"dam",0,0,20371.1808034849,1154635.04297332,0.0176429608017324,0.0176411112863675,0.0104841205001728,"1",-578119.206999999,-1079678.389,c(-578119.206999999, -1079678.389)
55,127,"dam",0,0,20395.398161246,1154635.04297332,0.0176639348384277,0.0176411112863675,0.129377065252004,"1",-577507.237,-1074383.157,c(-577507.237, -1074383.157)
56,128,"dam",0,0,20378.1891179513,1154635.04297332,0.0176490305243768,0.0176411112863675,0.0448908114727242,"1",-577049.346999999,-1077196.123,c(-577049.346999999, -1077196.123)
57,129,"dam",0,0,20369.9069146673,1154635.04297332,0.0176418575190757,0.0176411112863675,0.00423007766386369,"1",-577818.510000002,-1080522.535,c(-577818.510000002, -1080522.535)
58,130,"dam",0,0,20374.6566842995,1154635.04297332,0.0176459711735687,0.0176411112863675,0.0275486454465577,"1",-578927.517000001,-1082701.58,c(-578927.517000001, -1082701.58)
59,131,"dam",1,1,20369.0452882322,1154635.04297332,0.0176411112863675,0.0176411112863675,0,"1",-579112.022,-1082918.259,c(-579112.022, -1082918.259)
60,132,"dam",0,0,20374.1651222887,1154635.04297332,0.0176455454442321,0.0176411112863675,0.0251353658654676,"1",-579062.431000002,-1086116.603,c(-579062.431000002, -1086116.603)
62,133,"dam",0,0,20370.4094897864,1154635.04297332,0.0176422927865849,0.0176411112863675,0.00669742511217542,"1",-579085.416000001,-1083734.937,c(-579085.416000001, -1083734.937)
63,134,"dam",0,0,20370.3121095011,1154635.04297332,0.0176422084480002,0.0176411112863675,0.00621934533970363,"1",-579178.043000001,-1084183.588,c(-579178.043000001, -1084183.588)
